TCP_ID,IMAGESET_IDK000039.000,1105700300
K020267.000,0691100100
K020289.000,0152602000
K020290.000,0778900300
K020293.000,0057601500
K020295.000,0057603600
K020296.000,0656402200
K020297.000,1182401600
K020298.000,0670100900
K020305.000,0043801700
K020308.000,0851800500
K020310.000,0778900800
K020360.000,1233201500
K020382.000,0665701600
K020410.000,0698501300
K020428.000,0940400400
K020441.000,0699500600
K020463.000,0776000500
K020588.000,0062102900
K020900.000,0387601100
K020901.000,0387601000
K020903.000,0387600800
K020909.000,0058402400
K020910.000,0152601100
K020914.000,0801700100
K020954.000,0568403500
K020955.000,0765801100
K020958.000,0779800100
K020962.000,0903600200
K020963.000,0695400800
K020964.000,0568403700
K020965.000,0568403600
K020978.000,0783200300
K020979.000,0047500300
K020981.000,0783300500
K020994.000,0468800100
K020996.000,0402100400
K020997.000,0346500500
K020998.000,0331500700
K021003.000,1224900400
K021151.001,0618300101
K021151.002,0618300102
K021151.003,0618300103
K021253.000,0057602200
K021260.000,1182800400
K021263.000,0072601800
K021266.000,0642100100
K021267.000,1182700900
K021268.000,1182700800
K021270.000,1182700600
K021271.000,1182700500
K021305.000,0146200400
K021346.000,0143800500
K021475.000,0157300300
K021509.000,0227100900
K021512.000,0227100700
K021515.000,0332300900
K021519.000,0666400400
K021557.000,0084401700
K021585.000,1185000400
K021626.000,0164401000
K021676.000,0691602000
K021793.001,0204000301
K021793.002,0204000302
K021793.003,0204000303
K021793.004,0204000304
K021812.000,0038402300
K022018.000,0691600900
K022096.000,0146300100
K022115.001,0208300801
K022115.002,0208300802
K022115.003,0208400103
K022117.000,0375001000
K022118.000,0673203200
K022120.000,0421601400
K022123.000,0352600600
K022124.000,0113100700
K022135.000,0441100400
K022188.000,0210201700
K022229.000,0146300700
K022258.000,0659702200
K022270.000,0998000200
K022415.000,0210201600
K022474.000,0143201300
K022555.000,1205801400
K022565.000,0313900900
K022578.000,0089903000
K022848.000,0043801100
K022849.000,0695000400
K022860.000,0635300100
K022898.000,0487100600
K022939.001,0902000401
K022968.001,0699400101
K022977.000,0136400800
K022979.000,1230800300
K022990.001,0096900401
K022990.002,0096900402
K022995.002,0093401002
K023000.000,0096900700
K023001.002,0093401202
K023003.003,0104100603
K023004.004,0653500404
K023005.005,0653500505
K023011.000,0191300500
K023013.000,0484300300
K023014.000,0090106600
K023016.000,0294500300
K023017.000,0537100200
K023019.000,0653500600
K023021.000,0444500600
K023024.000,0590300900
K023025.000,0660300100
K023036.000,0112101600
K023048.000,0543902000
K023049.000,0509800600
K023052.000,0146602000
K023079.000,0811000300
K023128.000,0612000900
K023129.000,0247401900
K023131.000,0484700500
K023137.000,0859100300
K023138.000,0860700600
K023139.000,0741400900
K023140.000,0438801500
K023143.000,0537700900
K023147.000,0063300200
K023148.000,0476900800
K023149.000,0646000300
K023150.000,0685201100
K023156.000,0685501300
K023160.000,0670800500
K023163.000,0118700400
K023165.000,0687900300
K023171.000,0143500600
K023175.000,0277200200
K023176.000,0272601000
K023186.000,0741401100
K023189.000,0516601100
K023191.000,0112102500
K023192.000,0246800200
K023195.000,1027600800
K023197.000,0112500900
K023198.000,0524701000
K023201.000,0583700700
K023202.000,0729100600
K023226.000,0057303400
K023227.000,0057401500
K023234.000,0940200700
K023236.000,1096801500
K023237.000,1187400500
K023238.000,0421500200
K023249.000,0044001300
K023259.000,0057401300
K023262.000,0057404000
K023264.000,0040600400
K023267.000,1027700600
K023272.000,0276701000
K023274.000,1027700800
K023275.000,0057302800
K023278.000,0203900800
K023287.000,0203900900
K023293.000,1027700700
K023299.000,0840000600
K023394.000,0612001000
K023421.000,0246902000
K023456.001,0655400501
K023456.002,0655400502
K023486.000,0135602100
K023578.000,0321900900
K023579.000,0559100700
K023584.000,1018102000
K023749.000,0185702600
K023755.000,0185702900
K023942.000,0224904800
K023997.000,0567903200
K024112.000,0239100300
K024142.000,0235302900
K024153.000,0072500400
K024207.000,1192700100
K024307.000,0670701100
K024330.000,0947900900
K024381.000,1182600800
K024432.000,0346502000
K024489.000,0325800700
K024661.000,0681301100
K024662.000,0681301300
K024720.000,0386600300
K024732.000,0568403400
K024736.000,0535000700
K024779.000,1205901700
K024818.001,0028700201
K024818.002,0028700202
K024870.000,0101801800
K024906.000,0734200800
K025272.000,1082102400
K025325.000,1108501400
K025327.000,1181201000
K025519.000,0063900600
K025532.001,0238500501
K025532.002,0238500502
K025607.000,1084303600
K025649.000,1238700100
K025723.000,1102902400
K025748.000,0427400400
K026235.000,0176902600
K026247.000,0523300700
K026311.000,1128000100
K026709.000,0058701900
K026892.000,0414200800
K027127.000,0504702700
K027143.000,0633600200
K027268.000,1042701200
K027367.000,0226400600
K027505.000,0154101700
K027591.000,1017801400
K027621.001,0105700101
K027621.002,0105700102
K027631.000,0523900600
K027657.000,0851700400
K027659.000,0707400200
K027660.001,1269300201
K027660.002,1269300202
K027670.001,0192301201
K027670.002,0192301202
K027670.003,0192301203
K027697.001,0238000201
K027697.002,0238000202
K027714.000,0376300900
K027775.000,0559101000
K027776.000,0484500300
K027796.001,0745000101
K027844.000,0563700800
K028072.000,1182601400
K028419.000,0058500200
K028494.000,0533402100
K028664.000,0118501500
K028766.000,0551500600
K029293.000,0055100200
K029296.000,0584101200
K029305.000,0291600200
K029412.000,0888000300
K029542.000,0616900400
K029554.000,0817000300
K029564.000,0764901700
K029625.000,0131302100
K029653.000,1034500500
K029698.000,0134203000
K029715.000,0157202700
K029722.000,0509501200
K029768.000,0049501800
K029769.000,0618301300
K029857.000,0061902300
K029946.000,0478900600
K029984.000,0191200700
K029992.000,0590900600
K030050.000,0136600800
K030147.000,0054701500
K030155.000,0765101700
K030158.000,0675101700
K030162.000,0761500800
K030166.000,0536901100
K030365.000,1175200800
K030406.000,0345900200
K030407.000,0154301100
K030424.000,0332400300
K030458.000,0058702200
K030481.000,0439601000
K030489.000,1210601800
K030547.000,0642101600
K030565.001,0244800201
K030565.002,0244800202
K030629.000,1048700900
K030677.000,0146500100
K030714.000,0323000200
K030743.000,0674402100
K030889.000,0081901200
K030916.000,1174702300
K030979.000,0699300600
K030987.000,0045005700
K030992.000,0044900800
K030995.000,1135001200
K031002.000,1048701900
K031003.000,0790001000
K031010.000,0608200300
K031107.000,0671103100
K031144.000,0356800500
K031187.000,0568401700
K031188.000,0146304000
K031233.000,0593900400
K031299.000,0152602400
K031892.000,0391401600
K032080.003,0622700303
K032080.004,0622700304
K032080.005,0622700305
K032282.000,1173400800
K032302.000,0047602600
K032304.000,0036900100
K032305.000,0399001100
K032308.000,0047602700
K032311.000,0057800600
K032313.000,0386902000
K032314.000,0048401500
K032319.000,0058902000
K032320.000,0803900500
K032321.000,0057801100
K032322.000,0048101800
K032330.000,0058900900
K032335.000,0057801000
K032341.000,0706300200
K032473.000,0210502000
K032610.000,1125600600
K032686.000,0417200700
K032774.000,1169302000
K032959.000,0090500800
K033177.000,0835400700
K033182.000,0832500700
K033495.000,0601001500
K033556.000,1048700500
K033670.000,0163500500
K033708.000,0438900500
K033714.000,0532001300
K033787.000,0048102300
K033792.000,0723600200
K033853.000,0961601400
K033911.000,0047503000
K033915.000,0803100400
K034200.000,0057901500
K034257.000,1205901100
K034336.000,0699300500
K034431.000,0057601600
K034449.000,0163801100
K034471.000,0163901500
K034809.000,0868900800
K034904.000,0806200600
K035015.000,0628600200
K035076.000,1213000700
K035180.000,0133505900
K035226.000,0072502400
K035269.000,1210600500
K035335.000,1118501200
K035367.000,1198200100
K035393.000,0047702300
K035398.000,0163701100
K035508.000,0058501500
K035521.000,0670100500
K035585.000,0118702800
K035592.000,0163500300
K035594.000,0309500200
K035616.001,0258100201
K035616.002,0258100202
K035616.003,0258200103
K035639.000,1240901700
K035642.000,0601001800
K035681.000,0058302900
K035701.000,0437900700
K035739.000,1042600500
K035752.000,0500201900
K035773.000,0131303800
K035795.000,0220801300
K035828.000,0666400200
K035829.000,0666400300
K035830.000,0957500500
K035831.000,0919600200
K035832.000,0822600200
K035834.000,0793901100
K035835.000,0055101000
K035868.000,0301802000
K035870.000,1070000300
K035871.000,0340001500
K035872.000,0540600100
K035873.000,0557101200
K035879.000,1150302200
K035921.000,0786800200
K036062.000,0107300800
K036148.000,0365901000
K036168.003,0050800103
K036183.000,0587200200
K036193.000,0631300200
K036206.000,0152602500
K036286.000,0983800900
K036296.000,0499400900
K036380.000,0035900400
K036444.000,0191202500
K036466.000,0058900500
K036542.000,1210602800
K036550.000,1193000500
K036554.000,0380900700
K036558.000,0163803100
K036643.000,0096302200
K036679.000,0054902400
K036683.000,0072803100
K036704.000,1210901500
K036706.000,1205900200
K036735.000,0534500400
K036746.000,0439600700
K036801.000,0237100300
K036824.000,0131401400
K036834.000,1225400200
K036921.000,0345900400
K036934.000,0328001500
K036942.000,0814501800
K036971.000,0152900900
K037020.000,0601100500
K037046.000,0822600800
K037129.000,1193100500
K037184.000,0537100400
K037200.000,0058501900
K037211.000,0314300500
K037240.000,0670002500
K037293.000,0152601500
K037297.000,0561801600
K037302.000,0152601800
K037372.000,1182701600
K037398.000,0122602800
K037413.000,0134303500
K037447.000,0670102600
K037448.000,1030601600
K037476.000,1105402400
K037587.000,1048701400
K037647.000,1193000100
K037656.000,0699300800
K037672.000,0380900800
K037679.000,1020700300
K037709.000,1217700200
K037725.000,0057603000
K037803.000,0054900300
K037818.000,0673700400
K037835.000,1048700400
K037858.000,0125100100
K037864.000,1135800300
K037936.000,1210501300
K038022.000,0485301300
K038048.000,0660501400
K038204.000,0058502000
K038285.000,0870900300
K038307.000,0163902600
K038348.000,0142802500
K038439.000,0628600900
K038447.000,0072801100
K038456.000,0081902300
K038460.000,0454001700
K038487.000,1135801200
K038489.000,0601100600
K038498.000,1182800900
K038561.000,1193000400
K038609.000,0047600800
K038677.000,0290803600
K038693.000,1076100800
K038710.000,0041502200
K038746.000,0046902200
K038748.000,0512201600
K038763.000,0061804000
K039073.000,0520000500
K039111.000,0610500300
K039143.000,0118500400
K039201.000,0488800900
K039224.000,0811400300
K039235.000,0524500700
K039236.000,0143501300
K039296.000,0048400400
K039324.000,0047600700
K039355.000,0134200800
K039360.000,0537101000
K039366.000,0163800700
K039382.000,0601001700
K039408.000,0058901400
K039425.000,0057602300
K039429.000,0163500100
K039442.000,0054300500
K039474.000,0163800600
K039488.000,0569100900
K039720.000,0536900400
K039747.000,0374600900
K039801.000,0206800700
K039838.000,0331500900
K039855.000,0962001000
K039863.000,0223501400
K039927.000,0154200900
K039979.000,0947300500
K040019.000,0161901100
K040168.000,0417901000
K040172.000,0245100800
K040190.000,1210601100
K040233.000,0601100300
K040240.000,0134304400
K040357.000,0134202400
K040424.000,0179800900
K040440.000,0342301000
K040490.000,0187601100
K040521.000,1205900400
K040547.000,0131304500
K040557.000,0561901400
K040564.000,0163702400
K040623.000,1163501800
K040638.000,0380901000
K040676.000,0642100800
K040713.000,0811500900
K040720.000,0081901300
K040756.000,0163801400
K040829.000,1174700500
K040857.000,0240100800
K040908.000,0044700700
K040910.000,0064001800
K040928.000,0205300500
K040929.000,0090401000
K041028.000,0567600200
K041060.000,0412700500
K041151.000,0122702500
K041165.000,0496900800
K041171.000,0524701300
K041173.000,0146501300
K041177.000,1118300300
K041179.000,0122701500
K041189.000,0134202100
K041192.000,0146301300
K041196.000,0134200700
K041203.000,0154100200
K041283.000,0152900400
K041295.000,0175800600
K041358.000,0054702700
K041371.001,0658602401
K041371.002,0658602402
K041393.000,0562401200
K041482.000,0536800300
K041500.000,0154000500
K041503.000,1135800600
K041528.000,0112102300
K041537.000,0741101000
K041548.001,0310600101
K041548.002,0310600102
K041548.003,0310600103
K041548.004,0310600104
K041548.005,0310600105
K041548.006,0310600106
K041555.000,0096301600
K041581.000,0608501100
K041590.000,0670700700
K041597.000,1084303400
K041684.001,0633400101
K041684.002,0633400102
K041691.000,0496900100
K041717.000,1205900500
K041831.000,1174702100
K041852.000,0057603800
K042020.000,1220300400
K042178.000,0122703000
K042183.000,0210101000
K042231.000,0561702100
K042270.000,0380900900
K042319.000,0083300100
K042385.000,0163601700
K042411.000,0642501000
K042546.000,0452200800
K042666.000,1182400700
K042690.000,0453300600
K042710.000,0666501000
K042716.000,0157302800
K042848.000,0414301200
K042939.000,0081903100
K042986.000,0652902100
K043015.000,1182801300
K043021.000,0803700400
K043079.000,0380701300
K043092.000,0671400500
K043154.000,0055103700
K043155.000,0589603400
K043166.000,1182600600
K043175.000,0695900700
K043181.000,1182801400
K043182.000,1185200800
K043186.000,1182801600
K043195.000,1193100800
K043199.000,0737500700
K043204.000,1182801500
K043527.000,1174702600
K043587.000,0076602000
K043640.000,0055702300
K043689.000,0524501200
K043780.000,0135202200
K043812.000,0793600300
K043839.000,0072601500
K043848.000,0143100400
K043880.000,0939801000
K043952.000,0578900500
K043977.000,0478701300
K043996.000,0155301100
K043997.000,0047200200
K044025.000,0506900800
K044031.000,0169200700
K044072.000,0041501800
K044098.000,0143402600
K044143.000,0295300800
K044267.000,0374500100
K044268.000,0439701000
K044271.000,0152602800
K044278.000,0055100300
K044298.000,0163702100
K044434.000,0870701300
K044470.000,0191000400
K044519.000,0200200500
K044551.000,1169200700
K044643.000,0325600400
K044692.000,1082102300
K044879.000,0152601700
K044883.000,0578802500
K044903.000,0311300200
K044906.000,0048000900
K044918.000,1210500900
K045058.000,0871400200
K045163.000,0398900800
K045211.000,0302300200
K045218.000,0222600200
K045265.000,0568401300
K045300.000,1182801700
K045301.000,0057600500
K045312.001,0488700101
K045312.002,0488700102
K045342.000,0061803800
K045351.000,0152602700
K045363.000,1182701400
K045376.000,1048700200
K045394.000,1194600800
K045417.000,0293800400
K045423.000,0293800100
K045428.000,0543302300
K045429.000,0543302200
K045433.000,0543303300
K045439.000,0287700500
K045459.000,0238301300
K045798.000,0628600500
K045837.000,0048201000
K045920.000,1250700500
K045928.000,0669701900
K045995.000,0134502900
K046052.000,1193001300
K046060.000,1105402500
K046073.000,0134303900
K046076.000,0122601600
K046085.000,1017801700
K046152.000,0211303000
K046182.000,1185101000
K046226.000,0028100800
K046227.000,0681100600
K046245.000,0698501200
K046275.000,0387100300
K046304.000,0446300500
K046334.000,0131305400
K046340.000,0154300600
K046486.000,0671102000
K046497.000,0206800800
K046500.000,0131303900
K046542.000,0087206600
K046563.000,0162400600
K046614.000,0397700400
K046628.000,1185200300
K046707.000,0500201700
K046809.000,0646000800
K046839.000,0578804200
K046841.000,0447800700
K046880.000,0479200300
K046899.000,0122702900
K047002.000,0437301000
K047007.000,0131403000
K047175.000,1048701600
K047209.000,1210603600
K047211.000,0057002100
K047221.000,0523202500
K047225.000,0446300400
K047269.000,1140502300
K047355.000,0670102400
K047375.000,1182701800
K047382.000,0058201900
K047394.000,1112100300
K047433.000,0310900700
K047435.000,0635900400
K047462.000,0500203100
K047491.000,1129801800
K047496.000,0698300300
K047546.000,0670102900
K047676.000,0642101100
K047685.000,0534501100
K047686.000,0152601600
K047694.000,0747901600
K047748.000,0102600300
K047797.000,0030700600
K048041.000,0710500200
K048101.000,1017801200
K048123.000,0054701800
K048128.000,0332101700
K048130.000,0058200300
K048133.000,0057603900
K048137.000,0072600600
K048139.000,0072500300
K048186.000,0376800400
K048216.000,0072600900
K048218.000,0376400400
K048220.000,0054801900
K048221.000,0054801800
K048222.000,0055201000
K048229.000,0054901100
K048291.000,0885700300
K048292.000,0912900100
K048293.000,0889100100
K048296.000,0439800200
K048297.000,0772300600
K048303.000,0772300200
K048355.000,0052403500
K048676.000,0886400900
K048730.000,0670901400
K048829.000,0072601000
K048831.000,1112100600
K048852.000,0427402000
K049006.000,0279200300
K049013.000,0747701200
K049027.000,0054800100
K049181.000,0207700700
K049204.000,0681100800
K049221.001,0247000201
K049221.002,0247000202
K049285.000,0146400500
K049304.001,0020600301
K049304.002,0020600302
K049357.001,1007400201
K049357.002,1007400202
K049439.000,0499302100
K049441.000,1068301600
K049442.000,0871001500
K049443.000,0145900100
K049446.000,1213502700
K049447.000,0129701600
K049452.000,0618701700
K049483.000,0048202100
K049485.000,1118600200
K049569.000,0384600200
K049641.000,1168900300
K049942.000,1114700100
K049986.000,1214402100
K050109.000,0246901400
K050110.000,0246901100
K050119.000,0057603500
K050122.000,0055103100
K050218.000,0152500600
K050262.000,0040200800
K050263.000,0530701100
K050264.000,1150801800
K050267.000,1213900900
K050268.000,1213901500
K050270.000,0071700400
K050273.000,0340001700
K050274.000,0040400500
K050275.000,0522500700
K050278.000,0040400100
K050279.000,0684801900
K050281.000,0729700300
K050282.000,0046800300
K050284.000,0541201000
K050287.000,0551400400
K050288.000,0421902000
K050289.000,0101702400
K050290.000,0040203900
K050292.000,0803200600
K050314.000,0435900500
K050343.000,0204700700
K050351.000,0694600700
K050360.000,1214000900
K050364.000,0362300200
K050367.000,0641701300
K050370.000,0048401900
K050373.000,1192700400
K050375.000,0054800800
K050405.000,0038501200
K050477.000,0398000400
K050540.000,0006400300
K050551.001,0023800201
K050551.002,0023800202
K050567.001,0009800501
K050567.002,0009800502
K050567.003,0009800503
K050688.000,0397900300
K050786.000,0048301200
K051001.000,0341501000
K051003.000,0047501000
K051011.000,1034000600
K051036.000,0413000400
K051111.000,1193100700
K051255.000,0170903700
K051638.001,0447200101
K051638.002,0447200102
K051638.003,0447200103
K051638.004,0447200104
K051638.005,0447200105
K051638.006,0447200106
K051638.007,0447200107
K051639.008,0041800508
K051641.000,0244701300
K051765.000,0048402200
K051776.000,1193100200
K051781.000,0054801000
K051932.000,0640801800
K052074.000,0550000400
K052119.000,0057600700
K052215.000,0080201500
K052227.001,0356100101
K052227.002,0356100102
K052227.003,0356100103
K052227.004,0356100104
K052227.005,0356200105
K052227.006,0356200106
K052531.001,0392600701
K052994.001,0010800101
K052994.004,0010800104
K053061.001,0226500401
K053061.002,0226500402
K053219.000,0809500400
K053241.000,0618600800
K053268.000,0209200900
K053357.000,0659601100
K053409.000,0234601900
K053415.001,0324600501
K053415.002,0324600502
K053453.000,0044000700
K053723.000,0055202300
K053900.000,0593000100
K053903.001,0247300301
K053903.004,0247300304
K053904.002,0247200302
K053906.000,0076501700
K053907.001,0793800201
K053907.002,0793800202
K054254.000,0135400200
K054260.000,0081900800
K054264.000,0118704500
K054680.002,0853300502
K054680.003,0853300503
K054688.000,0507001200
K054766.000,0436100400
K054851.000,0140900900
K055107.000,0058601800
K055509.000,1112800100
K055580.000,0393800900
K055619.001,0548300101
K055619.002,0548300102
K056001.000,0203401200
K056026.000,0254501200
K056081.000,0633700300
K056135.000,0275800700
K056178.001,0276901101
K056178.002,0276901102
K056299.000,0814700500
K056324.001,0709200301
K056324.002,0709200302
K056360.000,0058602300
K056661.000,0164202400
K056668.000,1146200300
K056672.000,0386703500
K056674.000,0523400900
K056676.000,0026300700
K056679.000,0655802200
K056681.000,1150300500
K056694.000,0535601400
K056709.000,0054900600
K056731.000,0615400900
K056734.000,0363000800
K056933.000,0021300300
K056943.000,0203400400
K056945.000,0812001400
K057073.000,0375601000
K057094.000,0466800400
K057134.000,0177700400
K057370.000,1118400500
K057408.000,0401000300
K057422.000,0057603100
K057429.000,0934500800
K057507.001,0020800101
K057507.002,0020800102
K057520.001,0023100401
K057520.002,0023100402
K057530.001,0020600401
K057530.002,0020600402
K057530.003,0020600403
K057530.004,0020600404
K057530.005,0020600405
K057530.006,0020600406
K057664.000,0743600300
K057665.001,0067200301
K057665.002,0067200302
K057720.000,0883700200
K057721.000,0059001800
K057724.000,0681802100
K057725.000,0671101200
K057726.000,0059001700
K057952.000,0048201100
K058052.000,0325600300
K058226.000,0674901700
K058227.000,0341600300
K058248.000,0618700400
K058249.000,0562202600
K058255.000,0219000100
K058371.000,0679801400
K058373.000,0028102300
K058376.000,0411500300
K058426.000,0663901100
K058430.000,1197800800
K058457.000,1136900100
K058583.001,0531800601
K058583.002,0531800602
K058702.001,0088500201
K058702.002,0088500202
K058747.000,0170600800
K058784.000,0220200700
K058785.000,0220200800
K058805.000,0228500700
K058856.000,0187701100
K058981.000,0569000100
K058986.000,0055200700
K059055.000,0278300400
K059103.000,0092100900
K059161.000,0220001400
K059163.000,0707200800
K059165.000,0044702100
K059169.000,0745601600
K059195.000,0664401000
K059276.000,0611600200
K059277.000,1230001500
K059314.000,0316203300
K059320.000,0316203400
K059379.000,0956800800
K059406.000,1189201200
K059407.000,0665600300
K059409.000,0180400100
K059526.000,0915000300
K059580.001,0496800101
K059580.002,0496800102
K059636.000,0951900300
K059793.000,0733800100
K059801.000,0316800100
K059804.000,0841302300
K059805.000,0041701600
K059809.000,0447000800
K059833.000,0036200500
K059867.001,0032300301
K059867.002,0032300302
K059867.003,0032300303
K059867.004,0032300304
K059868.000,0384200300
K059933.001,0170200301
K059933.002,0170200302
K059970.000,0388401000
K060044.001,0200900301
K060044.002,0200900302
K060044.003,0200900303
K060117.000,1213702700
K060121.000,0439700100
K060122.000,0019500400
K060124.000,1160701300
K060142.001,0141100401
K060142.002,0141100402
K060142.003,0141100403
K060142.004,0141100404
K060328.000,0365900900
K060329.000,0302101000
K060422.000,0744200100
K060458.001,0033500301
K060458.002,0033500302
K060458.003,0033500303
K060545.002,0028800402
K060679.000,0656402100
K060836.000,0106300600
K060857.000,0157502200
K060858.000,0115300800
K060946.001,0005700701
K060946.002,0005700702
K060958.001,0201000401
K060958.002,0201000402
K060978.000,0296002100
K060980.000,0454100800
K060981.000,1214300800
K060982.000,0567401700
K060984.000,0386703300
K060985.000,0386400200
K060989.000,0696600100
K060991.000,0025001200
K060993.001,1046700601
K060994.002,1032900302
K061006.000,0455800600
K061017.000,0038601100
K061081.000,0388001100
K061103.000,0605200800
K061112.000,0605200600
K061113.000,0058200400
K061116.000,0555803900
K061206.001,0983400101
K061206.002,0983400102
K061209.001,0021800701
K061209.002,0021800702
K061274.000,0499002300
K061280.000,0653600100
K061403.000,0339000600
K061659.000,0393400300
K061730.000,0045102800
K061830.000,0054901400
K062069.000,0105800300
K062088.001,0206900201
K062088.002,0206900202
K062088.003,0206900203
K062088.004,0206900204
K062108.001,0207000101
K062108.002,0207000102
K062108.003,0207000103
K062151.000,0651800100
K062201.000,0866800400
K062219.000,0096302700
K062220.000,0096302500
K062221.000,0096302600
K062330.000,0122700100
K062331.000,0276601900
